,funded_amnt_inv,int_rate,installment,total_pymnt,total_pymnt_inv,total_rec_int,total_rec_late_fee,last_pymnt_amnt,open_rv_12m,inq_last_12m,mths_since_recent_inq,sub_grade_num,target
3444,24000.0,26.49,725.55,29288.3718490115,29288.37,5288.37,0.0,22947.32,1.0,6.0,1.0,9,0
3445,12000.0,10.99,260.85,4158.95,4158.95,1570.55,0.0,260.85,3.0,2.0,6.0,27,1
3446,10000.0,6.99,308.73,8957.57,8957.57,1070.14,0.0,308.73,4.0,0.0,7.103783700980392,34,0
3447,8000.0,17.99,289.18,9431.1213014368,9431.12,1431.12,0.0,5679.78,3.0,3.0,0.0,19,0
3448,19000.0,10.99,621.95,18010.37,18010.37,3210.04,0.0,621.95,1.0,0.0,7.103783700980392,27,0
3449,3000.0,18.99,109.96,3188.22,3188.22,911.13,0.0,109.96,2.0,2.0,6.0,18,0
3450,30000.0,13.99,1025.19,36529.6951745069,36529.7,6529.7,0.0,8872.89,0.0,0.0,18.0,23,0
3451,10200.0,21.49,278.77,13307.6101293808,13307.61,3107.61,0.0,8580.7,0.0,1.0,0.0,16,0
3452,7000.0,9.49,224.2,6498.11,6498.11,1018.94,0.0,224.2,1.0,0.0,20.0,29,0
3453,7200.0,17.99,260.27,8790.8088105935,8790.81,1590.81,0.0,1592.3,1.0,0.0,19.0,19,0
3454,18000.0,14.49,619.49,17411.53,17411.53,4115.27,0.0,619.49,0.0,0.0,14.0,22,0
3455,35000.0,11.49,1154.0,39409.0864605891,39409.09,4409.09,0.0,22088.71,0.0,0.0,7.103783700980392,26,0
3456,6000.0,9.49,192.17,6295.1989620238,6295.2,295.2,0.0,5337.51,2.0,2.0,4.0,29,0
3457,7800.0,12.79,262.03,8236.7006538092,8236.7,436.7,0.0,7199.66,3.0,4.0,2.0,25,0
3458,10800.0,24.49,313.78,11590.8501548435,11590.85,790.85,0.0,4361.3,4.0,1.0,3.0,13,0
3459,6000.0,15.59,209.73,1427.84,1427.84,321.24,0.0,25.0,0.0,0.0,23.0,21,1
3460,10000.0,10.99,327.34,4243.21,4243.21,1004.17,0.0,327.34,1.0,1.0,8.0,27,1
3461,16000.0,10.99,523.75,15198.51,15198.51,2733.82,0.0,523.75,3.0,4.0,1.0,27,0
3462,10000.0,13.99,341.73,11774.0407077665,11774.04,1774.04,0.0,5322.69,8.0,2.0,3.0,23,0
3463,35000.0,14.49,823.31,23819.64,23819.64,10004.14,0.0,823.31,2.0,2.0,1.0,22,0
3464,33000.0,13.99,767.69,22838.33,22838.33,9178.21,0.0,767.69,1.0,0.0,22.0,23,0
3465,5000.0,19.99,185.8,1059.08,1059.08,235.23,15.0,185.8,0.0,1.0,8.0,17,1
3466,2300.0,10.99,75.29,2684.8853700584,2684.89,384.89,0.0,654.87,2.0,3.0,5.0,27,0
3467,25000.0,7.99,783.3,27990.5409245367,27990.54,2990.54,0.0,2863.63,0.0,1.0,8.0,32,0
3468,8925.0,17.99,322.62,10064.58,10064.58,2590.79,0.0,322.62,4.0,2.0,4.0,19,0
3469,12100.0,22.39,336.88,10038.67,10038.67,5624.49,0.0,336.88,0.0,1.0,2.0,15,0
3470,8000.0,10.99,261.88,7589.64,7589.64,1357.12,0.0,261.88,3.0,2.0,8.0,27,0
3471,4200.0,11.49,138.48,4675.5811485899,4675.58,475.58,0.0,1589.0,1.0,2.0,8.0,26,0
3472,15000.0,9.49,480.43,10636.97,10636.97,1909.73,0.0,493.0,3.0,1.0,9.0,29,1
3473,25000.0,22.39,696.03,20278.15,20278.15,11550.5,0.0,696.03,2.0,2.0,2.0,15,0
3474,16375.0,9.49,524.47,15224.18,15224.18,2406.76,0.0,524.47,1.0,0.0,18.0,29,0
3475,1000.0,10.99,32.74,1032.404118871,1032.4,32.4,0.0,171.09,0.0,0.0,7.103783700980392,27,0
3476,8000.0,8.99,254.37,7385.53,7385.53,1113.56,0.0,254.37,1.0,0.0,14.0,30,0
3477,8000.0,8.99,254.37,8339.0049751356,8339.0,339.0,0.0,7309.54,0.0,3.0,12.0,30,0
3478,11775.0,10.49,382.67,11090.57,11090.57,1902.63,0.0,382.67,1.0,5.0,1.0,28,0
3479,25000.0,12.79,839.83,27677.7117606206,27677.71,2677.71,0.0,18456.49,2.0,1.0,1.0,25,0
3480,3200.0,12.79,107.5,3397.4940863479,3397.49,197.49,0.0,2862.26,1.0,5.0,7.0,25,0
3481,10000.0,12.79,335.93,9734.86,9734.86,1990.17,0.0,335.93,1.0,1.0,6.0,25,0
3482,35000.0,13.49,1187.57,34413.3,34413.3,7364.57,0.0,1187.57,0.0,2.0,1.0,24,0
3483,8000.0,12.79,268.75,7788.07,7788.07,1591.34,0.0,268.75,1.0,0.0,7.103783700980392,25,0
3484,25125.0,8.59,794.19,23088.78,23088.78,3372.5,0.0,794.19,0.0,0.0,7.103783700980392,31,0
3485,15700.0,11.49,527.55,15288.74,15002.08,2843.72,0.0,527.55,1.0,2.0,3.0,26,0
3486,7500.0,19.99,278.69,5300.32,5300.32,1605.84,0.0,278.69,1.0,2.0,7.0,17,1
3487,13350.0,10.49,441.97,13627.7500000995,13377.24,27.75,0.0,13647.56,1.0,10.0,1.0,28,0
3488,20000.0,13.99,465.27,13453.97,13453.97,5514.47,0.0,465.27,0.0,3.0,2.0,23,0
3489,8975.0,11.49,296.75,10560.2429375254,10530.91,1560.24,0.0,2859.1,0.0,0.0,14.0,26,0
3490,32000.0,19.99,847.63,32111.95,32111.95,111.95,0.0,32147.49,1.0,4.0,10.0,17,0
3491,12000.0,16.99,427.78,14926.3133624821,14926.31,2926.31,0.0,5543.47,2.0,2.0,0.0,20,0
3492,7200.0,8.99,228.93,6636.45,6636.45,991.78,0.0,228.93,1.0,1.0,2.0,30,0
3493,25000.0,7.59,778.69,26852.34,26852.34,2541.44,0.0,1000.0,0.0,0.0,7.103783700980392,33,0
3494,10000.0,8.59,316.1,10329.0669579391,10329.07,329.07,0.0,9385.54,1.0,4.0,2.0,31,0
3495,25000.0,8.59,790.24,27909.1145266925,27909.11,2909.11,0.0,11343.9,3.0,0.0,7.103783700980392,31,0
3496,10000.0,14.49,235.24,11549.0839863582,11549.08,1549.08,0.0,8690.62,2.0,1.0,4.0,22,0
3497,13300.0,13.99,454.5,13154.66,13154.66,2892.75,0.0,454.5,2.0,1.0,4.0,23,0
3498,9600.0,18.99,351.85,12021.719153442,12021.72,2421.72,0.0,5291.0,0.0,3.0,1.0,18,0
3499,7500.0,15.59,262.17,8471.7180923412,8471.72,971.72,0.0,5866.26,2.0,1.0,11.0,21,0
3500,15000.0,13.99,512.6,6634.65,6634.65,1923.6,0.0,512.6,2.0,3.0,11.0,23,1
3501,12000.0,13.99,410.08,11869.0,11869.0,2609.97,0.0,410.08,1.0,2.0,12.0,23,0
3502,2000.0,15.59,69.91,2023.06,2023.06,487.95,0.0,69.91,1.0,5.0,3.0,21,0
3503,35000.0,17.99,1265.16,44113.955885187,44113.96,9113.96,0.0,16123.03,0.0,2.0,0.0,19,0
3504,6475.0,22.39,248.6,7884.1216904792,7884.12,1409.12,0.0,7.3,3.0,3.0,3.0,15,0
3505,9000.0,14.49,309.75,10798.0862575598,10798.09,1798.09,0.0,2431.08,0.0,2.0,3.0,22,0
3506,20000.0,17.99,722.95,21668.51,21668.51,5787.3,0.0,722.95,2.0,2.0,0.0,19,0
3507,4000.0,16.99,142.6,4274.22,4274.22,1088.59,0.0,142.6,2.0,1.0,0.0,20,0
3508,11000.0,14.49,258.76,14088.919033068,14088.92,3088.92,0.0,7303.61,0.0,3.0,1.0,22,0
3509,20000.0,12.79,452.92,13573.39,13573.39,5151.36,0.0,452.92,2.0,0.0,16.0,25,0
3510,12000.0,7.59,373.78,13131.4936197116,13131.49,1131.49,0.0,5734.73,1.0,1.0,2.0,33,0
3511,8800.0,13.49,298.59,8661.73,8661.73,1860.87,0.0,298.59,1.0,1.0,1.0,24,0
3512,15000.0,22.39,575.89,17176.8857429164,17176.89,2148.1,28.79,677.53,0.0,3.0,0.0,15,0
3513,6475.0,17.99,234.06,6800.68,6800.68,1869.87,0.0,234.06,3.0,0.0,19.0,19,0
3514,12000.0,10.99,392.81,13319.9448275026,13319.94,1319.94,0.0,8220.74,2.0,3.0,11.0,27,0
3515,10000.0,8.99,317.96,10636.5714315093,10636.57,636.57,0.0,978.91,1.0,0.0,15.0,30,0
3516,5600.0,12.79,188.13,5455.76,5455.76,1117.89,0.0,188.13,2.0,7.0,6.0,25,0
3517,12000.0,21.49,327.96,5560.99,5560.99,3337.33,0.0,327.96,1.0,2.0,0.0,16,1
3518,20000.0,27.49,616.58,27892.6126787798,27892.61,7892.61,0.0,16204.71,3.0,1.0,12.0,7,0
3519,10000.0,11.49,329.72,11426.2604161779,11426.26,1426.26,0.0,5497.68,1.0,2.0,5.0,26,0
3520,2400.0,10.99,78.57,2589.2867395971,2589.29,189.29,0.0,1962.2,0.0,1.0,10.0,27,0
3521,10000.0,13.49,339.31,10171.81,10171.81,2129.68,0.0,339.31,1.0,1.0,11.0,24,0
3522,10400.0,10.49,337.98,11881.6051284723,11881.61,1481.61,0.0,4790.09,1.0,0.0,19.0,28,0
3523,3000.0,16.99,106.95,2162.94,2162.94,612.07,0.0,213.9,2.0,1.0,5.0,20,1
3524,15500.0,25.69,461.24,17141.9048178736,17141.9,1641.9,0.0,15285.88,2.0,10.0,0.0,10,0
3525,8000.0,18.99,293.21,10267.9840487646,10267.98,2267.98,0.0,3005.25,13.0,7.0,1.0,18,0
3526,32000.0,12.79,724.67,21748.11,21748.11,8240.03,0.0,724.67,1.0,6.0,4.0,25,0
3527,10000.0,11.49,329.72,10845.197219376,10845.2,845.2,0.0,8213.82,0.0,6.0,8.0,26,0
3528,5000.0,11.49,164.86,4942.61,4942.61,899.3,0.0,164.86,1.0,1.0,11.0,26,0
3529,20000.0,11.49,659.43,20853.2761813606,20853.28,853.28,0.0,18887.76,1.0,3.0,1.0,26,0
3530,5000.0,8.99,158.98,4766.9,4766.9,696.08,0.0,158.98,0.0,0.0,18.0,30,0
3531,20550.0,18.99,753.18,21696.6995416198,21696.7,1146.7,0.0,20212.02,1.0,4.0,1.0,18,0
3532,35000.0,10.99,760.82,22742.79,22742.79,7504.58,0.0,760.82,3.0,7.0,3.0,27,0
3533,16000.0,17.99,406.21,12181.31,12181.31,5937.79,0.0,406.21,2.0,0.0,22.0,19,0
3534,10000.0,10.49,324.98,4551.66,4551.66,841.4,0.0,324.98,0.0,0.0,13.0,28,1
3535,25000.0,5.32,752.87,26251.45,26251.45,1251.45,0.0,5467.44,1.0,3.0,5.0,35,0
3536,7200.0,11.49,237.4,7112.81,7112.81,1290.39,0.0,237.4,1.0,0.0,16.0,26,0
3537,15000.0,10.99,491.01,15340.44,15340.44,340.44,0.0,14867.75,3.0,1.0,3.0,27,0
3538,9600.0,17.99,347.02,7001.48,7001.48,2074.31,0.0,347.02,1.0,2.0,1.0,19,1
3539,8000.0,19.99,297.27,9630.8995483895,9630.9,1630.9,0.0,2892.35,2.0,0.0,7.103783700980392,17,0
3540,8000.0,15.59,279.64,7536.42,7536.42,1897.17,0.0,279.64,3.0,6.0,1.0,21,0
3541,5000.0,10.99,163.67,5599.4871048819,5599.49,599.49,0.0,3150.55,1.0,0.0,22.0,27,0
3542,20000.0,12.79,671.86,2663.95,2663.95,184.75,0.0,671.86,0.0,0.0,18.0,25,1
3543,8400.0,8.99,267.08,8004.01,8004.01,1165.24,0.0,267.08,0.0,2.0,1.0,30,0
3544,4000.0,13.49,135.73,4611.4830417978,4611.48,611.48,0.0,15.04,2.0,1.0,9.0,24,0
3545,17000.0,16.99,606.02,18882.4823015871,18882.48,1882.48,0.0,14672.43,2.0,2.0,6.0,20,0
3546,25000.0,13.99,854.32,29162.9831569115,29162.98,4162.98,0.0,13678.4,1.0,1.0,1.0,23,0
3547,6000.0,12.79,201.56,6765.3517103581,6765.35,765.35,0.0,4331.72,2.0,1.0,6.0,25,0
3548,8000.0,10.99,261.88,6537.23,6537.23,1265.39,0.0,261.88,1.0,4.0,8.0,27,1
3549,35000.0,11.49,1154.0,40116.42,40116.42,6244.7,0.0,1154.0,0.0,0.0,13.0,26,0
3550,28000.0,9.49,587.92,17622.84,17622.84,5269.24,0.0,587.92,0.0,1.0,11.0,29,0
3551,6000.0,13.49,203.59,7235.9553840232,7235.96,1235.96,0.0,1947.12,1.0,1.0,9.0,24,0
3552,12250.0,15.59,295.24,8846.59,8846.59,3893.21,0.0,295.24,1.0,0.0,14.0,21,0
3553,8100.0,24.49,319.88,11027.8319844731,11027.83,2927.83,0.0,3992.03,3.0,0.0,15.0,13,0
3554,24000.0,13.49,552.12,16464.67,16464.67,6457.97,0.0,552.12,0.0,2.0,4.0,24,0
3555,21600.0,14.49,508.1,13193.21,13193.21,5694.89,0.0,508.1,1.0,4.0,4.0,22,0
3556,6600.0,6.99,203.76,7054.112808253,7054.11,454.11,0.0,4407.79,3.0,2.0,5.0,34,0
3557,6000.0,11.49,197.83,6435.5714926842,6435.57,435.57,0.0,5231.06,1.0,3.0,2.0,26,0
3558,20000.0,15.59,699.1,24692.7144940202,24692.71,4692.71,0.0,7249.85,0.0,0.0,22.0,21,0
3559,4150.0,13.49,140.82,4227.02,4227.02,890.22,0.0,140.82,1.0,3.0,0.0,24,0
3560,4000.0,10.49,130.0,3897.67,3897.67,653.99,0.0,130.0,1.0,3.0,9.0,28,0
3561,12000.0,7.59,373.78,13356.9661697208,13356.97,1356.97,0.0,3287.68,2.0,3.0,2.0,33,0
3562,24000.0,21.49,655.92,27052.2817478136,27052.28,3052.28,0.0,23145.41,0.0,1.0,11.0,16,0
3563,4000.0,13.49,135.73,4007.5,4007.5,7.5,0.0,4010.5,4.0,5.0,2.0,24,0
3564,30000.0,13.99,697.9,16028.38,16028.38,6905.13,0.0,697.9,1.0,2.0,7.0,23,1
3565,35000.0,10.99,1145.69,39944.0310466048,39944.03,4944.03,0.0,423.15,0.0,2.0,6.0,27,0
3566,17600.0,13.99,601.45,18029.82,18029.82,3898.33,0.0,601.45,0.0,1.0,8.0,23,0
3567,14000.0,10.49,300.85,15699.6562806649,15699.66,1699.66,0.0,11495.92,0.0,0.0,16.0,28,0
3568,24825.0,16.99,884.96,28623.254291154,28623.25,3798.25,0.0,18912.12,2.0,5.0,4.0,20,0
3569,28000.0,5.32,843.22,30022.4943510215,30022.49,2022.49,0.0,11479.93,2.0,0.0,22.0,35,0
3570,20000.0,12.79,671.86,23432.0157807132,23432.02,3432.02,0.0,10009.03,3.0,2.0,4.0,25,0
3571,8825.0,17.99,319.01,6200.28,6200.28,1186.21,0.0,319.01,1.0,2.0,9.0,19,1
3572,6000.0,7.99,188.0,5637.34,5637.34,739.14,0.0,188.0,2.0,1.0,0.0,32,0
3573,5000.0,5.32,150.58,5272.7512010908,5272.75,272.75,0.0,3166.11,3.0,5.0,2.0,35,0
3574,10200.0,26.99,311.4,7157.91,7157.91,3979.59,15.57,200.0,5.0,3.0,3.0,8,1
3575,6600.0,16.99,235.28,7052.17,7052.17,1796.25,0.0,235.28,0.0,2.0,10.0,20,0
3576,24000.0,17.99,867.54,7965.23,7965.23,2108.09,0.0,867.54,2.0,4.0,7.0,19,1
3577,14000.0,12.79,317.05,9513.16,9513.16,3617.2,0.0,317.05,1.0,13.0,2.0,25,0
3578,12875.0,14.49,443.11,8130.1,8130.1,2384.7,0.0,443.11,0.0,0.0,22.0,22,1
3579,6000.0,9.49,192.17,5591.91,5591.91,895.53,0.0,192.17,1.0,0.0,16.0,29,0
3580,5000.0,12.79,167.97,3513.16,3513.16,830.05,0.0,167.97,3.0,1.0,0.0,25,1
3581,20000.0,7.59,622.96,18671.93,18671.93,2327.99,0.0,622.96,0.0,0.0,7.103783700980392,33,0
3582,5900.0,8.99,187.6,6315.1195808387,6315.12,415.12,0.0,4625.25,2.0,3.0,1.0,30,0
3583,8400.0,6.99,259.33,9120.3105315787,9120.31,720.31,0.0,4458.89,2.0,3.0,1.0,34,0
3584,5600.0,16.99,199.63,6980.7363336198,6980.74,1380.74,0.0,11.36,2.0,8.0,2.0,20,0
3585,10000.0,13.49,339.31,11409.2755684369,11409.28,1409.28,0.0,6666.43,5.0,2.0,7.0,24,0
3586,16800.0,15.59,404.9,18949.6266497405,18949.63,2149.63,0.0,15334.63,2.0,1.0,10.0,21,0
3587,28000.0,15.59,674.83,29618.3084868887,29618.31,1584.57,33.74,27608.58,0.0,1.0,10.0,21,0
3588,19600.0,10.99,426.06,12757.87,12757.87,4289.51,0.0,426.06,0.0,1.0,1.0,27,0
3589,15000.0,13.99,512.6,18204.8116745005,18204.81,3204.81,0.0,3943.71,0.0,1.0,6.0,23,0
3590,4500.0,13.49,152.69,4793.809120313,4793.81,293.81,0.0,4037.1,2.0,1.0,12.0,24,0
3591,6400.0,23.99,251.06,3709.42,3709.42,1333.38,0.0,251.06,4.0,6.0,0.0,14,1
3592,15000.0,16.99,534.72,15918.83,15918.83,3973.82,0.0,534.72,4.0,6.0,1.0,20,0
3593,5000.0,14.49,172.09,2701.48,2701.48,666.8,0.0,172.09,1.0,1.0,0.0,22,1
3594,6000.0,13.49,203.59,6098.71,6098.71,1273.29,0.0,203.59,2.0,0.0,15.0,24,0
3595,5000.0,10.99,163.67,5793.1413921016,5793.14,793.14,0.0,2019.58,3.0,0.0,7.103783700980392,27,0
3596,7925.0,12.79,266.23,7779.22,7779.22,1613.85,45.0,813.69,0.0,1.0,10.0,25,0
3597,11000.0,8.99,349.75,7768.01,7768.01,842.37,0.0,349.75,1.0,1.0,5.0,30,1
3598,10000.0,7.59,311.48,9024.49,9024.49,1150.55,0.0,311.48,3.0,4.0,2.0,33,0
3599,20000.0,21.49,546.6,16370.58,16370.58,8972.4,0.0,546.6,0.0,1.0,8.0,16,0
3600,6000.0,10.49,194.99,5842.71,5842.71,977.53,0.0,194.99,1.0,1.0,0.0,28,0
3601,20000.0,17.99,507.76,6080.89,6080.89,1991.73,0.0,507.76,1.0,0.0,15.0,19,1
3602,7500.0,12.79,251.95,8935.2192935522,8935.22,1435.22,0.0,2639.32,2.0,5.0,0.0,25,0
3603,8700.0,16.99,310.14,10926.727716113,10926.73,2226.73,0.0,3491.58,0.0,1.0,8.0,20,0
3604,20000.0,14.49,688.33,20633.8,20633.8,4594.38,0.0,688.33,0.0,0.0,19.0,22,0
3605,13000.0,17.99,330.05,9888.51,9888.51,4815.49,0.0,330.05,2.0,0.0,7.103783700980392,19,0
3606,30000.0,8.99,953.86,16823.65,16823.65,2763.69,0.0,953.86,1.0,5.0,10.0,30,1
3607,10000.0,7.59,311.48,9340.18,9340.18,1168.21,0.0,311.48,0.0,0.0,21.0,33,0
3608,4000.0,12.79,134.38,4502.0652114174,4502.07,502.07,0.0,2757.97,1.0,1.0,3.0,25,0
3609,21000.0,13.49,712.54,21360.46,21360.46,4472.38,0.0,712.54,1.0,0.0,17.0,24,0
3610,28000.0,14.49,658.65,19736.96,19736.96,8230.49,0.0,658.65,1.0,6.0,2.0,22,0
3611,28000.0,21.49,765.24,29716.348396383,29716.35,1716.35,0.0,259.74,1.0,2.0,11.0,16,0
3612,12500.0,11.49,412.15,12380.45,12380.45,2272.18,0.0,412.15,2.0,2.0,0.0,26,0
3613,35000.0,18.99,907.73,18163.07,18163.07,9930.44,45.39,2584.04,1.0,1.0,7.0,18,1
3614,25000.0,14.49,588.08,17622.28,17622.28,7348.66,0.0,588.08,1.0,2.0,4.0,22,0
3615,3300.0,14.49,113.58,1584.63,1584.63,384.88,0.0,113.58,2.0,4.0,2.0,22,1
3616,10000.0,16.99,248.48,7444.96,7444.96,3483.73,0.0,248.48,0.0,0.0,24.0,20,0
3617,13000.0,5.32,391.5,11741.16,11741.16,1053.84,0.0,391.5,1.0,0.0,17.0,35,0
3618,16000.0,14.49,376.37,11290.35,11290.35,4715.27,0.0,376.37,1.0,1.0,4.0,22,0
3619,35000.0,26.49,1058.1,14192.21,14192.21,4486.88,0.0,1058.1,3.0,4.0,0.0,9,1
3620,24000.0,10.49,779.95,12362.45,12362.45,2313.01,0.0,779.95,2.0,8.0,3.0,28,1
3621,5250.0,5.32,158.11,5653.7121028844,5653.71,403.71,0.0,216.55,0.0,0.0,23.0,35,0
3622,15000.0,18.99,389.03,4067.61,4067.61,1409.59,0.0,389.03,3.0,2.0,5.0,18,1
3623,8000.0,14.49,275.33,8426.3044143215,8426.3,426.3,0.0,7326.75,3.0,5.0,1.0,22,0
3624,8000.0,10.99,261.88,9029.324941058,9029.32,1029.32,0.0,4844.12,1.0,0.0,13.0,27,0
3625,20000.0,23.99,575.25,9358.47,9358.47,4497.1,0.0,575.25,0.0,1.0,1.0,14,1
3626,27000.0,21.49,737.91,28200.89,28200.89,1200.89,0.0,27398.51,1.0,3.0,8.0,16,0
3627,32400.0,15.59,780.87,23426.1,23426.1,10323.92,0.0,780.87,0.0,0.0,17.0,21,0
3628,6000.0,12.79,201.56,1406.66,1406.66,412.04,0.0,201.56,0.0,0.0,21.0,25,1
3629,3450.0,18.99,126.45,4016.890646579,4016.89,566.89,0.0,2756.03,5.0,13.0,1.0,18,0
3630,15000.0,5.32,451.73,13543.03,13543.03,1211.53,0.0,451.73,0.0,0.0,7.103783700980392,35,0
3631,13825.0,16.99,492.84,3675.0,3675.0,1276.84,0.0,492.84,3.0,2.0,10.0,20,1
3632,12000.0,11.49,263.86,7900.48,7900.48,2752.03,0.0,263.86,3.0,0.0,14.0,26,0
3633,10900.0,10.99,356.81,12635.4477872683,12635.45,1735.45,0.0,4085.32,4.0,5.0,0.0,27,0
3634,15000.0,12.79,503.9,16685.475070736,16685.48,1685.48,0.0,11163.9,1.0,5.0,1.0,25,0
3635,7000.0,13.99,239.21,7165.42,7165.42,1543.87,0.0,239.21,1.0,1.0,0.0,23,0
3636,16000.0,5.32,481.84,14445.74,14445.74,1292.31,0.0,481.84,1.0,1.0,12.0,35,0
3637,16000.0,14.49,376.37,11349.06,11349.06,4773.98,0.0,376.37,2.0,4.0,3.0,22,0
3638,7225.0,21.49,274.03,8203.65,8203.65,2535.82,0.0,274.03,3.0,1.0,3.0,16,0
3639,16000.0,10.49,519.97,17009.4788099618,17009.48,1009.48,0.0,1107.37,2.0,1.0,9.0,28,0
3640,9000.0,11.49,296.75,8891.01,8891.01,1612.98,0.0,296.75,1.0,16.0,2.0,26,0
3641,15000.0,13.49,508.96,15246.32,15246.32,3183.31,0.0,508.96,0.0,0.0,7.103783700980392,24,0
3642,2325.0,8.59,73.5,2202.78,2202.78,307.61,0.0,73.5,0.0,3.0,11.0,31,0
3643,23300.0,13.99,796.23,26767.625914146,26767.63,3467.63,0.0,15620.42,0.0,4.0,8.0,23,0
3644,21000.0,5.32,632.42,18960.19,18960.19,1696.16,0.0,632.42,2.0,3.0,2.0,35,0
3645,12000.0,12.79,403.12,13279.8872733012,13279.89,1279.89,0.0,9209.21,2.0,5.0,5.0,25,0
3646,16000.0,8.59,505.75,15157.23,15157.23,2117.06,0.0,505.75,1.0,0.0,13.0,31,0
3647,28000.0,14.49,658.65,34894.8693039908,34894.87,6894.87,0.0,20352.11,1.0,0.0,23.0,22,0
3648,6000.0,14.49,206.5,6815.1166125837,6815.12,815.12,0.0,4346.78,3.0,6.0,0.0,22,0
3649,3800.0,11.49,125.3,4189.1153994276,4189.12,389.12,0.0,2815.67,0.0,3.0,10.0,26,0
3650,9000.0,8.99,286.16,8587.04,8587.04,1259.7,0.0,286.16,1.0,0.0,7.103783700980392,30,0
3651,2000.0,12.79,67.19,2012.86,2012.86,401.21,0.0,67.19,2.0,2.0,2.0,25,0
3652,13000.0,15.59,454.42,13095.71,13095.71,95.71,0.0,13106.97,2.0,1.0,7.0,21,0
3653,24000.0,10.49,779.95,25671.4727310417,25671.47,1671.47,0.0,20239.79,0.0,0.0,13.0,28,0
3654,4000.0,9.49,128.12,3839.38,3839.38,586.99,0.0,128.12,1.0,0.0,17.0,29,0
3655,8750.0,16.99,311.92,9378.07,9378.07,2410.14,0.0,311.92,1.0,6.0,7.0,20,0
3656,20000.0,11.49,439.76,13180.03,13180.03,4599.51,0.0,439.76,0.0,1.0,9.0,26,0
3657,10800.0,17.99,274.2,3109.4,3109.4,1172.19,15.0,30.0,1.0,2.0,2.0,19,1
3658,2000.0,19.99,74.32,2048.87,2048.87,48.87,0.0,2051.09,7.0,6.0,0.0,17,0
3659,14000.0,10.49,300.85,9017.34,9017.34,2925.91,0.0,300.85,2.0,2.0,2.0,28,0
3660,20000.0,13.49,460.1,25076.6260758852,25076.63,5076.63,0.0,42.92,2.0,1.0,2.0,24,0
3661,3000.0,14.49,103.25,3111.93,3111.93,692.2,15.0,103.25,1.0,2.0,12.0,22,0
3662,10000.0,11.49,219.88,11481.2915261366,11481.29,1481.29,0.0,7969.59,2.0,5.0,4.0,26,0
3663,5600.0,10.99,183.32,6214.8564691664,6214.86,614.86,0.0,3835.12,2.0,3.0,2.0,27,0
3664,14700.0,10.49,477.72,2857.75,2857.75,716.12,0.0,477.72,0.0,0.0,14.0,28,1
3665,12000.0,9.49,384.34,11523.87,11523.87,1767.38,0.0,384.34,2.0,1.0,5.0,29,0
3666,4150.0,19.99,154.21,2468.41,2468.41,132.24,0.0,154.21,0.0,0.0,7.103783700980392,17,1
3667,3600.0,16.99,128.34,4249.2646144253,4249.26,649.26,0.0,2572.61,3.0,8.0,1.0,20,0
3668,15000.0,7.59,467.22,2797.0,2797.0,527.3,0.0,467.22,0.0,1.0,9.0,33,1
3669,9600.0,15.59,335.57,9433.53,9433.53,2425.32,16.78,1359.06,0.0,1.0,1.0,21,0
3670,15000.0,14.49,352.85,10573.42,10573.42,4409.17,0.0,352.85,1.0,1.0,2.0,22,0
3671,20000.0,23.99,784.56,14436.48,14436.48,5439.69,0.0,784.56,1.0,1.0,8.0,14,1
3672,7200.0,9.49,230.61,6914.5,6914.5,1060.4,0.0,230.61,0.0,4.0,8.0,29,0
3673,12450.0,16.99,443.82,11549.76,11549.76,3315.83,22.19,466.01,1.0,2.0,4.0,20,0
3674,11000.0,14.49,258.76,13708.6440713391,13708.64,2708.64,0.0,7976.96,0.0,0.0,13.0,22,0
3675,29975.0,21.49,819.21,24700.03,24700.03,13611.18,0.0,819.21,2.0,2.0,8.0,16,0
3676,24000.0,7.99,751.97,24233.99,24233.99,233.99,0.0,7740.7,0.0,0.0,17.0,32,0
3677,5000.0,10.99,163.67,4907.05,4907.05,863.91,0.0,163.67,0.0,0.0,7.103783700980392,27,0
3678,4700.0,24.49,185.61,5403.3,5403.3,1914.5,0.0,185.61,1.0,6.0,0.0,13,0
3679,18450.0,15.59,644.92,11988.66,11988.66,3243.33,0.0,644.92,2.0,2.0,3.0,21,1
3680,14000.0,10.99,458.28,16443.8191121216,16443.82,2443.82,0.0,3132.34,4.0,2.0,3.0,27,0
3681,2375.0,15.59,83.02,2675.8,2675.8,516.44,0.0,83.02,0.0,0.0,7.103783700980392,21,0
3682,3000.0,10.99,98.21,3319.1772528888,3319.18,319.18,0.0,2142.49,1.0,0.0,7.103783700980392,27,0
3683,10500.0,10.99,343.71,11706.2335473859,11706.23,1206.23,0.0,6900.7,2.0,3.0,2.0,27,0
3684,4800.0,10.99,157.13,5415.0912375498,5415.09,615.09,0.0,2903.94,5.0,1.0,11.0,27,0
3685,6000.0,12.79,201.56,6042.54,6042.54,1208.52,0.0,201.56,2.0,4.0,2.0,25,0
3686,17350.0,17.99,440.49,20903.191736189,20903.19,3553.19,0.0,15194.16,3.0,0.0,14.0,19,0
3687,16000.0,13.49,368.08,11084.37,11084.37,4413.24,0.0,368.08,0.0,1.0,3.0,24,0
3688,8825.0,13.99,301.58,9945.0350287182,9945.04,1120.04,0.0,6634.52,1.0,0.0,7.103783700980392,23,0
